Athlete,Sport,Date,Competition,Comp Set,Class,Discipline,Discipline_AR,Phase,Gender,Age,Rank,Result,Medal,Wind,Attempt,Lane_Heat,Reaction_Time,Split_Times,Status,Country,Detection_Method,Source_URL
Sami Bakheet,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Long Jump,الوثب الطويل رجال,Final,Men,,3,0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0733
Ahmed Altaruti,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Long Jump,الوثب الطويل رجال,Final,Men,,1,7.45,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0733
Ali Abdelghani,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Javelin Throw,رمي الرمح رجال,Final,Men,,1,72.04,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0737
Mariam Almatar,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s 800 Metres,800 متر سيدات,Heptathlon,Women,,2,2:38.23,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0738
Sarah Alhilal,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s 800 Metres,800 متر سيدات,Heptathlon,Women,,1,2:27.63,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0738
Sarah Alhilal,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,HEPTATHLON WOMEN (Combined),سباعي السيدات (مجمع),Final,Women,,1,4067,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0790
Mariam Almatar,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,HEPTATHLON WOMEN (Combined),سباعي السيدات (مجمع),Final,Women,,3,3721,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0790
Saudi Arabia (Team),Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s 4x100 Metres Relay,4×100 متر تتابع سيدات,Final,Women,,4,55.97,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0740
Saudi Arabia (Team),Basketball 3x3,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Women’s Pool B Game 1,سيدات - مباراة المجموعة B المباراة 1,Pool B,Women,,,19.0,,,,,,Regular Time:19 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0471
Saudi Arabia (Team),Basketball 3x3,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s Pool A Game 2,رجال - مباراة المجموعة A المباراة 2,Pool A,Men,,,22.0,,,,,,Regular Time:22 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0472
Saudi Arabia (Team),Basketball 3x3,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s Pool A Game,رجال - مباراة المجموعة A,Pool A,Men,,,13.0,,,,,,Regular Time:13 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0474
Saudi Arabia (Team),Basketball 3x3,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s Pool A Game 3,رجال - مباراة المجموعة A المباراة 3,Pool A,Men,,,13.0,,,,,,Regular Time:13 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0478
Saudi Arabia (Team),Basketball 3x3,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Women’s Pool B Game 3,سيدات - مباراة المجموعة B المباراة 3,Pool B,Women,,,12.0,,,,,,Regular Time:12 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0481
Saudi Arabia (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Pool A Game 8,رجال - مباراة المجموعة A المباراة 8,Pool A,Men,,,12.0,,,,,,Regular Time:12 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0484
Saudi Arabia (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Semi-Final Game 1,سيدات - نصف النهائي  مباراة 1,Semi-Final,Women,,,18.0,,,,,,Regular Time:18 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0486
Saudi Arabia (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Semi-Final Game 1,رجال - نصف النهائي مباراة 1,Semi-Final,Men,,,11.0,,,,,,Regular Time:11 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0488
Saudi Arabia (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Bronze Medal Game,رجال - مباراة الميدالية البرونزية,Bronze Medal Game,Men,,,13.0,,,,,,Regular Time:13 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0491
Saudi Arabia (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Final,سيدات - النهائي,Final,Women,,,17.0,,,,,,Regular Time:17 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0492
Abdulaziz Alamoudi,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 2,كرات فردي رجال 10   مباراة رقم 2,Qualification,Men,,,5.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0190
Mohammed Baabad,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 12,12 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0194
Abdulaziz Alamoudi,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 17,17 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0196
Mohammed Baabad,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 22,22 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0199
Mohammed Baabad,Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Semi-final,كرات فردي رجال 10 النصف النهائي,Semi Final,Men,,,5.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0209
Mohammed Baabad,Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Final,كرات فردي رجال 10 النهائي,Final,Men,,1,7.0,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0210
Saudi Arabia (Team),Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Doubles Match No 6,6 كرات زوجي رجال 10 مباراة رقم,Qualification,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0213
Team A SAUDI ARABIA  Mohammed Babaad Abdulaziz Alamoudi,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Doubles Semi-final,كرات زوجي رجال 10 النصف النهائي,Semi Final,Men,,4,4.0,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0217
Abdulaziz Alamoudi,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 7,7 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0221
Mohammed Baabad,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 10,10 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,4.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0223
Abdulaziz Alamoudi,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 20,20 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0227
Mohammed Baabad,Billiards,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 24,24 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,3.0,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0233
Abdulrahman Alkheliwi,Bowling,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men Singles,فردي رجال,Final,Men,,1,1295.0,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0589
Ahmed Abualreesh,Bowling,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men Singles,فردي رجال,Final,Men,,7,1202.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0589
Bandar Alyabah,Bowling,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men Singles,فردي رجال,Final,Men,,10,1197.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0589
Ziyad Altuwaireb,Bowling,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men Singles,فردي رجال,Final,Men,,12,1190.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0589
Abdulmajeed Alaslani,Bowling,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men Singles,فردي رجال,Final,Men,,22,1083.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0589
Mohammed Alsaud,Bowling,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men Singles,فردي رجال,Final,Men,,25,998.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0589
Saudi Arabia (Team),Bowling,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men Doubles,زوجي رجال,Final,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0713
Saudi Arabia (Team),Bowling,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men Trio,ثلاثي رجال,Final,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0769
Saudi Arabia (Team),Bowling,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men Team,الفرق رجال,Qualification,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0788
Saudi Arabia (Team),Bowling,2026-05-16,4th GCC Games Doha 2026,GCC Games,,"Men Team Final (Game 3, Game 4, Game 6)",نهائي الفرق رجال,Final,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0815
Ziad Majrashi,Boxing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 60 kg,60 كجم رجال,Semifinals,Men,,,5.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/boxing/COM-2026-0157
Abdullah Darkazanli,Boxing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 75 kg,75 كجم رجال,Semifinals,Men,,,1.0,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/boxing/COM-2026-0158
Aly Abdalla,Boxing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 75 kg,75 كجم رجال,Semifinals,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/boxing/COM-2026-0159
Abdelrahman Sadek,Boxing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 80 kg,80 كجم رجال,Semifinals,Men,,,1.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/boxing/COM-2026-0160
Muhannad Majrashi,Boxing,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 55 kg,55 كجم رجال,Final,Men,,,4.0,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/boxing/COM-2026-0162
Ziad Majrashi,Boxing,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 60 kg,60 كجم رجال,Final,Men,,,4.0,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/boxing/COM-2026-0163
Abdelrahman Sadek,Boxing,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 80 kg,80 كجم رجال,Final,Men,,,5.0,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/boxing/COM-2026-0165
Saudi Arabia (Team),Equestrian,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Team Show Jumping,قفز الحواجز فرق,Qualification,Mixed,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/equestrian/COM-2026-0088
Dhay Alamiri,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 2,سيدات سيف الإيبيه - المبارزة 2,Stage #1,Women,,,5.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0592
Nada Abed,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 3,سيدات سيف الإيبيه - المبارزة 3,Stage #1,Women,,,2.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0593
Dhay Alamiri,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 6,سيدات سيف الإيبيه - المبارزة 6,Stage #1,Women,,,2.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0596
Nada Abed,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 7,سيدات سيف الإيبيه - المبارزة 7,Stage #1,Women,,,5.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0597
Dhay Alamiri,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 10,سيدات سيف الإيبيه - المبارزة 10,Stage #1,Women,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0600
Nada Abed,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 10,سيدات سيف الإيبيه - المبارزة 10,Stage #1,Women,,,4.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0600
Nada Abed,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 13,سيدات سيف الإيبيه - المبارزة 13,Stage #1,Women,,,4.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0603
Dhay Alamiri,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 14,سيدات سيف الإيبيه - المبارزة 14,Stage #1,Women,,,4.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0604
Lameed Almarri,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 3,سيدات سيف الإيبيه - المبارزة 3,Stage #2,Women,,,5.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0631
Danah Alqassem,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 3,سيدات سيف الإيبيه - المبارزة 3,Stage #2,Women,,,1.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0631
Danah Alqassem,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 5,سيدات سيف الإيبيه - المبارزة 5,Stage #2,Women,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0633
Lameed Almarri,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 6,سيدات سيف الإيبيه - المبارزة 6,Stage #2,Women,,,0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0634
Danah Alqassem,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 7,سيدات سيف الإيبيه - المبارزة 7,Stage #2,Women,,,2.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0635
Lameed Almarri,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 8,سيدات سيف الإيبيه - المبارزة 8,Stage #2,Women,,,4.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0636
Lameed Almarri,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 10,سيدات سيف الإيبيه - المبارزة 10,Stage #2,Women,,,2.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0638
Danah Alqassem,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 11,سيدات سيف الإيبيه - المبارزة 11,Stage #2,Women,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0639
Lameed Almarri,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 11,سيدات سيف الإيبيه - المبارزة 11,Stage #2,Women,,,2.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0639
Lameed Almarri,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 14,سيدات سيف الإيبيه - المبارزة 14,Stage #2,Women,,,2.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0642
Danah Alqassem,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 15,سيدات سيف الإيبيه - المبارزة 15,Stage #2,Women,,,1.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0643
Nada Abed,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 16,سيدات سيف الإيبيه - المبارزة 16,Stage #1,Women,,,5.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0644
Dhay Alamiri,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 17,سيدات سيف الإيبيه - المبارزة 17,Stage #1,Women,,,1.0,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0645
Nada Abed,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 19,سيدات سيف الإيبيه - المبارزة 19,Stage #1,Women,,,5.0,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0647
Dhay Alamiri,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Épée Bout 20,سيدات سيف الإيبيه - المبارزة 20,Stage #1,Women,,,2.0,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0648
Abdulaziz Altuwaijri,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Foil Bout 2,رجال سلاح الشيش - المبارزة 2,Pool #1,Men,,,4.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0608
Abdulaziz Altuwaijri,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Foil Bout 5,رجال سلاح الشيش - المبارزة 5,Pool #1,Men,,,2.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0611
Abdulaziz Altuwaijri,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Foil Bout 8,رجال سلاح الشيش - المبارزة 8,Pool #1,Men,,,5.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0614
Abdulaziz Altuwaijri,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Foil Bout 11,رجال سلاح الشيش - المبارزة 11,Pool #1,Men,,,5.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0617
Abdulaziz Altuwaijri,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Foil Bout 15,رجال سلاح الشيش - المبارزة 15,Pool #1,Men,,,4.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0621
Abdulaziz Altuwaijri,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Foil Bout 19,رجال سلاح الشيش - المبارزة 19,Pool #1,Men,,,5.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0625
