Athlete,Sport,Date,Competition,Comp Set,Class,Discipline,Discipline_AR,Phase,Gender,Age,Rank,Result,Medal,Wind,Attempt,Lane_Heat,Reaction_Time,Split_Times,Status,Country,Detection_Method,Source_URL
Omar Alakkas,Fencing,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Épée Final Results,الايبيه رجال النتائج النهائية,Final,Men,,,1.0,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0770
Khalifah Alomairi,Fencing,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Épée Final Results,الايبيه رجال النتائج النهائية,Final,Men,,,2.0,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0770
Hassan Abed,Fencing,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Épée Final Results,الايبيه رجال النتائج النهائية,Final,Men,,,5.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0770
Jawad Aldawood,Fencing,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Épée Final Results,الايبيه رجال النتائج النهائية,Final,Men,,,7.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0770
Saudi Arabia (Team),Fencing,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women's Foil Final,فلوريه سيدات النهائي,Final,Women,,,2.0,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0775
Saudi Arabia (Team),Fencing,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men's Épée Final,إيبيه رجال النهائي,Final,Men,,,1.0,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0779
Saudi Arabia (Team),Fencing,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women's Épée Final,إيبيه سيدات النهائي,Final,Women,,,3.0,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0787
Saudi Arabia (Team),Handball,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s Qualification Match 3,كرة اليد رجال - مباراة التصفيات 3,Qualification,Men,,,34.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/handball/COM-2026-0517
Saudi Arabia (Team),Handball,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Qualification Match 6,كرة اليد رجال - مباراة التصفيات 6,Qualification,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/handball/COM-2026-0520
Saudi Arabia (Team),Handball,2026-05-19,4th GCC Games Doha 2026,GCC Games,,Men’s Qualification Match 7,كرة اليد رجال - مباراة التصفيات 7,Qualification,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/handball/COM-2026-0521
Saudi Arabia (Team),Handball,2026-05-22,4th GCC Games Doha 2026,GCC Games,,Men’s Qualification Match 10,كرة اليد رجال - مباراة التصفيات 10,Qualification,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/handball/COM-2026-0524
Saudi Arabia (Team),Padel,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men's Team Match 2,مباراة الفرق رجال 2,Round Robin,Men,,,0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/padel/COM-2026-0796
Saudi Arabia (Team),Padel,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Women's Team Match 3,مباراة الفرق سيدات 3,Round Robin,Women,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/padel/COM-2026-0797
Saudi Arabia (Team),Padel,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men's Team Match 3,مباراة الفرق رجال 3,Round Robin,Men,,,1.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/padel/COM-2026-0799
Saudi Arabia (Team),Padel,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Women's Team Match 5,مباراة الفرق سيدات 5,Round Robin,Women,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/padel/COM-2026-0801
Saudi Arabia (Team),Padel,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men's Team Match 5,مباراة الفرق رجال 5,Round Robin,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/padel/COM-2026-0803
Saudi Arabia (Team),Padel,2026-05-19,4th GCC Games Doha 2026,GCC Games,,Women's Team Match 8,مباراة الفرق سيدات 8,Round Robin,Women,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/padel/COM-2026-0806
Saudi Arabia (Team),Padel,2026-05-20,4th GCC Games Doha 2026,GCC Games,,Women's Team Match 10,مباراة الفرق سيدات 10,Round Robin,Women,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/padel/COM-2026-0810
Saudi Arabia (Team),Padel,2026-05-20,4th GCC Games Doha 2026,GCC Games,,Men's Team Match 9,مباراة الفرق رجال 9,Round Robin,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/padel/COM-2026-0811
Saud Alsaud,Shooting,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Skeet 75 Targets Qualification,سكيت 75 طبق فردي رجال - تمهيدي,Qualification,Men,,6,72.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/shooting/COM-2026-0445
Naif Almutairi,Shooting,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Skeet 75 Targets Qualification,سكيت 75 طبق فردي رجال - تمهيدي,Qualification,Men,,8,70.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/shooting/COM-2026-0445
Hatim Alshammari,Shooting,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Skeet 75 Targets Qualification,سكيت 75 طبق فردي رجال - تمهيدي,Qualification,Men,,13,68.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/shooting/COM-2026-0445
Saeid Almutairi,Shooting,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Skeet 75 Targets Qualification,سكيت 75 طبق فردي رجال - تمهيدي,Qualification,Men,,14,68.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/shooting/COM-2026-0445
Fahad Alharbi,Shooting,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Skeet 75 Targets Qualification,سكيت 75 طبق فردي رجال - تمهيدي,Qualification,Men,,16,64.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/shooting/COM-2026-0445
Saudi Arabia (Team),Shooting,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Skeet Men Team,Qualification Day 1 - 225 Targets - سكيت فرق رجال - المسابقة التأهيلية اليوم الأول - 225 طبق,Qualification,Men,,2,210.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/shooting/COM-2026-0773
Saudi Arabia (Team),Shooting,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 10m Air Rifle Team,البندقية 10م هوائي رجال - فرق,Qualification,Men,,1,1855.1,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/shooting/COM-2026-0457
Mesfer Alammari,Shooting,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 10m Air Rifle Final,نهائي البندقية 10م هوائي رجال,Final,Men,,1,245.3,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/shooting/COM-2026-0459
Naif Almutairi,Shooting,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men Skeet Individual Final,نهائي سكيت فردي رجال,Final,Men,,3,27.0,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/shooting/COM-2026-0449
Saudi Arabia (Team),Shooting,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Skeet Team,سكيت فرق رجال,Final,Men,,2,351.0,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/shooting/COM-2026-0448
Saad Aldawsari,Shooting,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Trap 75 Targets Qualification,تراب 75 طبق فردي رجال - تمهيدي,Qualification,Men,,8,69.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/shooting/COM-2026-0451
Abdulaziz Almutairi,Shooting,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Trap 75 Targets Qualification,تراب 75 طبق فردي رجال - تمهيدي,Qualification,Men,,15,64.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/shooting/COM-2026-0451
Mohammed Alshriedh,Shooting,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Trap 75 Targets Qualification,تراب 75 طبق فردي رجال - تمهيدي,Qualification,Men,,16,64.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/shooting/COM-2026-0451
Fahad Almutairi,Shooting,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Trap 75 Targets Qualification,تراب 75 طبق فردي رجال - تمهيدي,Qualification,Men,,19,61.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/shooting/COM-2026-0451
Mohammed Alsahli,Shooting,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Trap 75 Targets Qualification,تراب 75 طبق فردي رجال - تمهيدي,Qualification,Men,,20,59.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/shooting/COM-2026-0451
Saudi Arabia (Team),Shooting,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Trap Team 75 Targets Qualification,تراب 75 طبق فرق رجال - تمهيدي,Qualification,Men,,4,194.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/shooting/COM-2026-0838
Abdullah Alshammari,Snooker,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 6-Red Singles,Match 2 - 6 كرات فردي رجال - المباراة الثانية,Qualification,Men,,,4.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0242
Ayman Alamri,Snooker,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 6-Red Singles,Match 3 - 6 كرات فردي رجال - المباراة 3,Qualification,Men,,,1.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0243
Abdullah Alshammari,Snooker,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 6-Red Singles,Match 10 - 6 كرات فردي رجال - المباراة 10,Qualification,Men,,,0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0250
Ayman Alamri,Snooker,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 6-Red Singles,Match 11 - 6 كرات فردي رجال - المباراة 11,Qualification,Men,,,4.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0251
Abdullah Alshammari,Snooker,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s 6-Red Singles,Quarter Final 1 - 6 كرات فردي رجال - ربع النهائي 1,Quarter Final,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0818
Abdullah Alshammari,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 2 (15-Red) - فردي رجال - المباراة 2 (احمر-15),Qualification,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0261
Ziyad Alqabbani,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 3 (15-Red) - فردي رجال - المباراة 3 (احمر-15),Qualification,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0262
Abdullah Alshammari,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 4 (15-Red) - فردي رجال - المباراة 4 (احمر-15),Qualification,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0263
Ziyad Alqabbani,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 5 (15-Red) - فردي رجال - المباراة 5 (احمر-15),Qualification,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0264
Ziyad Alqabbani,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 6 (15-Red) - فردي رجال - المباراة 6 (احمر-15),Qualification,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0265
Abdullah Alshammari,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 6 (15-Red) - فردي رجال - المباراة 6 (احمر-15),Qualification,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0265
Ziyad Alqabbani,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 7 (15-Red) - فردي رجال - مباراة 7 (احمر-15),Qualification,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0266
Abdullah Alshammari,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 11 (15-Red) - فردي رجال- مباراة 11 (احمر-15),Qualification,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0270
Abdullah Alshammari,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Round of 8 (15-Red) - فردي رجال - دوري الثمانية (احمر-15),Knockout,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0272
Ziyad Alqabbani,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Round of 8 (15-Red) - فردي رجال - دوري الثمانية (احمر-15),Knockout,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0273
Abdullah Alshammari,Snooker,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Semi Final (15-Red) - فردي رجال - النصف نهائي (احمر-15),Semi Final,Men,,,0,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0276
Ziyad Alqabbani,Snooker,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Semi Final (15-Red) - فردي رجال - النصف نهائي (احمر-15),Semi Final,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0276
Ziyad Alqabbani,Snooker,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Final (15-Red) - فردي رجال - النهائي (احمر-15),Final,Men,,,0,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0278
Saudi Arabia (Team),Snooker,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Team,Match 1 - فرق رجال - المباراة 1,Qualification,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0279
Saudi Arabia (Team),Snooker,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Team,Match 3 - فرق رجال - المباراة 3,Qualification,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0281
Ghanem Alsulhi,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 800m Freestyle Heat 1,سباحة 800م حرة رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0494
Emad Alsibyani,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 200m Individual Medley Heat 1,سباحة 200م متنوع رجال- الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0495
Emad Addin  Zaben,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 50m Freestyle Heat 1,سباحة 50م حرة رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0496
Emad Addin  Zaben,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 50m Freestyle Heat 1,سباحة 50م حرة رجال - الجولة 1,Heats,Men,,1,22.64 R,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0496
Ali Alessa,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 100m Backstroke Heat 1,سباحة 100م ظهر رجال - الجولة 1,Heats,Men,,1,57.39 R,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0497
Ali Alabdlwahab,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 100m Backstroke Heat 1,سباحة 100م ظهر رجال - الجولة 1,Heats,Men,,3,1:00.22,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0497
Ahmed  Almueibid,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 200م Butterfly Heat 1,سباحة 200م فراشة رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0498
Mohammed Alzaki,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 200م Butterfly Heat 1,سباحة 200م فراشة رجال - الجولة 1,Heats,Men,,2,2:07.36,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0498
Ghanem Alsulhi,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Heat 1,سباحة 400م حرة رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0499
Ahmed  Almueibid,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Heat 1,سباحة 400م حرة رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0499
Mohammed Alotaibi,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 50m Breaststroke Heat 1,سباحة 50م صدر رجال - الجولة 1,Heats,Men,,2,29.32 R,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0500
Emad  Alsibiani,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 50m Breaststroke Heat 1,سباحة 50م صدر رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0500
Emad Addin  Zaben,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 100m Freestyle Heat 1,سباحة 100م حرة رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0501
Mohammed Alzaki,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 100m Freestyle Heat 1,سباحة 100م حرة رجال - الجولة 1,Heats,Men,,4,52.34,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0501
Emad Addin  Zaben,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 100m Freestyle Heat 1,سباحة 100م حرة رجال - الجولة 1,Heats,Men,,2,50.58 R,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0501
Ali Alessa,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 200m Backstroke Heat 1,سباحة 200م ظهر رجال - الجولة 1,Heats,Men,,2,2:7.88 R,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0502
Ali Alabdlwahab,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 200m Backstroke Heat 1,سباحة 200م ظهر رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0502
Saudi Arabia (Team),Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Relay Heat 1,تتابع 400م حرة رجال - الجولة 1,Heats,Men,,2,3:27.72 R,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0503
Ahmed  Almueibid,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 400m Individual Medley Heat 1,سباحة 400م متنوع رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0504
Emad  Alsibiani,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 100m Breaststroke Heat 1,سباحة 100م صدر رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0505
Fahad Alawiglah,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 100m Breaststroke Heat 1,سباحة 100م صدر رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0505
Emad Alsibyani,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 100m Breaststroke Heat 1,سباحة 100م صدر رجال - الجولة 1,Heats,Men,,3,1:05.37,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0505
Mohammed Alzaki,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 200m Freestyle Heat 1,سباحة 200م حرة رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0506
Ghanem Alsulhi,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 200m Freestyle Heat 1,سباحة 200م حرة رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0506
Mohammed Alotaibi,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 50m Butterfly Heat 2,سباحة 50م فراشة رجال- الجولة 2,Heats,Men,,3,24.80R,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0508
Emad Addin  Zaben,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 50m Butterfly Heat 2,سباحة 50م فراشة رجال- الجولة 2,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0508
Saudi Arabia (Team),Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 4*200m Freestyle Relay Heat 1,تتابع 4*200م حرة رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0509
Ghanem Alsulhi,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 1500m Freestyle Heat 1,سباحة 1500م حرة رجال- الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0510
Ahmed  Almueibid,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 1500m Freestyle Heat 1,سباحة 1500م حرة رجال- الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0510
Ali Alessa,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 50m Backstroke Heat 1,سباحة 50م ظهر رجال- الجولة 1,Heats,Men,,3,26.56 ٌ,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0511
Ali Alabdlwahab,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 50m Backstroke Heat 1,سباحة 50م ظهر رجال- الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0511
Mohammed Alotaibi,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 100m Butterfly Heat 1,سباحة 100م فراشة رجال- الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0512
Mohammed Alzaki,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 100m Butterfly Heat 1,سباحة 100م فراشة رجال- الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0512
Fahad Alawiglah,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 200m Breaststroke Heat 1,سباحة 200م صدر رجال- الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0513
Emad  Alsibiani,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 200m Breaststroke Heat 1,سباحة 200م صدر رجال- الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0513
Saudi Arabia (Team),Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 400m Medley Relay Heat 1,تتابع 400م متنوع رجال- الجولة 1,Heats,Men,,2,3:46.32 R,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0514
Saudi Arabia (Team),Table Tennis,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men's Team R 1,رجال فرق الدور 1,Round 1,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0553
Saudi Arabia (Team),Table Tennis,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men's Team R 3,رجال فرق الدور 3,Round 3,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0556
Saudi Arabia (Team),Table Tennis,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men Team Final Ranking,فرق الرجال الترتيب العام,Ranking,Men,,,6.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0712
Saudi Arabia (Team),Table Tennis,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men's Team R 2,رجال فرق الدور 2,Round 2,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0554
Saudi Arabia (Team),Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Doubles QF,Match 1 - زوجي رجال ربع النهائي - المباراة 1,Quarter Final,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0314
Saudi Arabia (Team),Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Doubles QF,Match 3 - زوجي رجال ربع النهائي - المباراة 3,Quarter Final,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0316
